userid,country,state,county,city
USER_f77bbcd8,United States of America,New Jersey,Union,Union
USER_dcf61f62,United States of America,New York,Bronx County,NYC
USER_84242ada,United States of America,Ohio,Franklin County,Columbus
USER_761742b4,United States of America,Ohio,Franklin County,Columbus
USER_2adc013f,United States of America,New York,Bronx County,NYC
USER_31ac8ce9,United States of America,Maryland,Montgomery,UKN
USER_e9b35ab2,United States of America,Nevada,Clark County,Las Vegas
USER_3ff0eac2,United States of America,Georgia,Chatham,UKN
USER_ff9144ea,United States of America,New York,Queens County,NYC
USER_66eec653,United States of America,California,Riverside County,Moreno Valley
USER_502f7106,United States of America,New York,New York,NYC
USER_4605b6c5,United States of America,New York,New York,NYC
USER_13db26db,United States of America,Mississippi,Madison,Jackson
USER_f26ffc4b,United States of America,Rhode Island,Kent,Warwick
USER_0a4990ad,United States of America,Florida,Miami-Dade County,Miami
USER_23f8985d,United States of America,Alabama,Jefferson,Birmingham
USER_057fd72b,United States of America,California,Riverside County,Riverside
USER_79df1b3e,United States of America,New York,Nassau,Uniondale
USER_b8719f0b,United States of America,New York,Kings,NYC
USER_84a25438,United States of America,Georgia,DeKalb County,UKN
USER_7fc1c623,United States of America,UKN,District of Columbia,Washington
USER_235dc286,United States of America,New York,New York,NYC
USER_ceadeabd,United States of America,New York,Kings,NYC
USER_6c6fbe2f,United States of America,New Jersey,Ocean,Barnegat Township
USER_7d7cc59f,United States of America,New York,Bronx County,NYC
USER_c1dfe8f0,United States of America,Texas,Waller,UKN
USER_e2a330e1,United States of America,Missouri,St. Louis County,Richmond Heights
USER_b36aca2a,United States of America,Maryland,Montgomery County,Burtonsville
USER_db91cc26,United States of America,Texas,Tarrant County,Fort Worth
USER_e35b4a91,United States of America,New York,Queens County,NYC
USER_b24ab42e,United States of America,New York,Bronx County,NYC
USER_94128166,United States of America,Tennessee,Shelby,Memphis
USER_28c679a3,United States of America,South Carolina,Greenville County,Greenville
USER_8f692511,United States of America,New York,Bronx County,NYC
USER_7f550ba7,United States of America,California,Los Angeles County,L.A.
USER_961ca85d,United States of America,New York,New York,NYC
USER_c95bd28d,United States of America,Missouri,Boone,Columbia
USER_26c35322,United States of America,New York,Kings,NYC
USER_01e1f3a9,United States of America,Alabama,Lee,Auburn
USER_8fc3aef8,United States of America,New York,Kings County,NYC
USER_ad905a76,United States of America,South Carolina,Greenville County,Greenville
USER_e3bd29d9,United States of America,Connecticut,New Haven,Milford city (balance)
USER_23b7e847,United States of America,Arizona,Maricopa County,UKN
USER_ffcd5c14,United States of America,California,Los Angeles,UKN
USER_bad13415,United States of America,New York,Queens County,NYC
USER_14ccc646,United States of America,New York,Kings County,NYC
USER_c93ccf25,United States of America,Georgia,Chatham,Savannah
USER_c28335a6,United States of America,Maryland,Charles,Waldorf
USER_fce618fc,United States of America,Florida,Broward County,Miramar
USER_a5b2c1f3,United States of America,Illinois,Saint Clair,UKN
USER_8397b4a5,United States of America,Texas,Nacogdoches,UKN
USER_3abfaf46,United States of America,Ohio,Montgomery,Dayton
USER_24b84abe,United States of America,Ohio,Cuyahoga County,Garfield Heights
USER_17a3238b,United States of America,California,Riverside County,Indio
USER_656fb475,United States of America,Pennsylvania,Allegheny County,Pittsburgh
USER_da94631f,United States of America,New York,Kings County,NYC
USER_6245995f,United States of America,California,Los Angeles County,West Hollywood
USER_c5c49cb1,United States of America,New York,Queens County,NYC
USER_0d189189,United States of America,Indiana,Decatur,Greensburg
USER_7efcec19,United States of America,Alabama,Macon,Tuskegee
USER_d324cf1a,United States of America,New York,New York County,NYC
USER_f98a7724,United States of America,California,Los Angeles County,UKN
USER_f1ef46cb,United States of America,New York,Queens County,NYC
USER_7ec8cae8,United States of America,Kansas,Wyandotte,Kansas City
USER_be76315b,United States of America,New York,Kings,NYC
USER_a62c6bb3,United States of America,UKN,District of Columbia,Washington
USER_8f36f836,United States of America,Indiana,Lake,Griffith
USER_7eebba23,United States of America,California,Riverside County,Riverside
USER_c34e7d93,United States of America,New York,Queens County,NYC
USER_f6d645cb,United States of America,Florida,Orange County,UKN
USER_0ab3897a,United States of America,Nevada,Clark County,Henderson
USER_58003c7c,United States of America,Florida,Miami-Dade County,Miami Gardens
USER_78586f45,United States of America,New York,Kings,NYC
USER_dddc0f6e,United States of America,Illinois,Cook County,Chicago
USER_f95823bb,United States of America,California,Riverside County,Riverside
USER_12323ce3,United States of America,Georgia,Fulton County,Atlanta
USER_a7ebaf03,United States of America,California,San Mateo County,Menlo Park
USER_2dded2bc,United States of America,Florida,Broward County,Fort Lauderdale
USER_9e329cb7,United States of America,Michigan,Ottawa,Allendale
USER_266c3ac4,United States of America,South Carolina,Richland,UKN
USER_e3c527e9,United States of America,New York,Queens County,NYC
USER_bb9063df,United States of America,Massachusetts,Essex County,North Andover
USER_b055eca3,Canada,New Brunswick,Westmorland County,Dieppe
USER_39f25a27,United States of America,Tennessee,Shelby,Memphis
USER_c771e044,United States of America,New York,Bronx County,NYC
USER_32c8ef54,United States of America,New York,Queens County,NYC
USER_d3522fce,United States of America,Rhode Island,Providence,Providence
USER_37e0fde6,United States of America,California,Los Angeles County,UKN
USER_bf87a870,United States of America,Virginia,Norfolk (city),Chesapeake
USER_a7ec3cc4,United States of America,New York,Kings,NYC
USER_abda4653,United States of America,Georgia,Fulton County,Atlanta
USER_3b3ee2a1,United States of America,New York,Kings County,NYC
USER_3959c414,United States of America,New York,Bronx County,NYC
USER_7939712a,United States of America,North Carolina,Guilford,UKN
USER_e5ea60c9,United States of America,Mississippi,Hinds,Jackson
USER_fd327ef0,United States of America,Virginia,Norfolk (city),Chesapeake
USER_6586d342,United States of America,Pennsylvania,Allegheny County,Homestead
USER_98a0cd09,United States of America,New Jersey,Monmouth,Neptune Township
USER_f5643eba,United States of America,Ohio,Cuyahoga County,Cleveland
USER_3f5ecdb1,United States of America,California,Orange County,Fullerton
USER_67b9815c,United States of America,Texas,Waller,UKN
USER_4551c58a,United States of America,North Carolina,Cumberland,Fayetteville
USER_2699a27d,United States of America,Ohio,Cuyahoga County,Bentleyville
USER_69bdb42f,United States of America,Nevada,Clark County,Henderson
USER_44361e82,United States of America,South Carolina,Richland,UKN
USER_3c45c3b3,United States of America,North Carolina,Durham,Morrisville
USER_abfe7d95,United States of America,New York,Queens County,NYC
USER_75b952a5,United States of America,Mississippi,Washington,Greenville
USER_6557be69,United States of America,New York,Queens County,NYC
USER_91bd29ce,United States of America,Arkansas,Washington,Fayetteville
USER_a85a7c7e,United States of America,New York,Kings County,NYC
USER_02d08494,United States of America,North Carolina,Cumberland,Fayetteville
USER_2463008c,United States of America,UKN,District of Columbia,Washington
USER_7affbca6,United States of America,New Jersey,Bergen County,Edgewater
USER_06f426b8,United States of America,Mississippi,Pike,UKN
USER_6444c055,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_a3881a6d,United States of America,Maryland,Baltimore,Baltimore
USER_d38c7586,United States of America,Illinois,Lake,Lake Bluff
USER_a9efd9c3,United States of America,North Carolina,Wake County,Cary
USER_3d402d42,United States of America,Minnesota,Hennepin County,Minneapolis
USER_9e6266e2,United States of America,Ohio,Cuyahoga County,Cleveland
USER_2c407267,United States of America,Ohio,Wood,UKN
USER_5a68437e,United States of America,New York,Bronx County,NYC
USER_c1fe6872,United States of America,Tennessee,Shelby,Memphis
USER_8e51e748,United States of America,New York,Queens County,NYC
USER_904e04ea,United States of America,New York,Bronx County,NYC
USER_5e810222,United States of America,Texas,Tarrant County,Arlington
USER_fdbc31c2,United States of America,Pennsylvania,Allegheny,Pittsburgh
USER_7f3e11e6,United States of America,South Carolina,Horry,UKN
USER_3119adc9,United States of America,New York,Nassau,Valley Stream
USER_8c704efa,United States of America,Virginia,Hampton (city),Hampton
USER_e500bf33,United States of America,Michigan,Wayne,Canton
USER_47b41284,United States of America,New York,Erie,Buffalo
USER_d3beb84b,United States of America,California,San Diego County,San Diego
USER_dd76ddcc,United States of America,Illinois,Champaign,UKN
USER_55c119ea,United States of America,New York,New York,NYC
USER_83c131e5,United States of America,California,Los Angeles County,L.A.
USER_71634424,United States of America,New York,Kings,NYC
USER_2fde382b,United States of America,New Jersey,Hudson,Jersey City
USER_5769a1d2,United States of America,New York,Kings,NYC
USER_2a6f38e8,United States of America,New York,New York,NYC
USER_e876cd20,United States of America,New York,Albany,Albany
USER_5f93ee88,United States of America,New York,Richmond,NYC
USER_29b9cbf6,United States of America,South Carolina,York,UKN
USER_4bb651a1,United States of America,Louisiana,Tangipahoa,Hammond
USER_3624fd3d,United States of America,New York,Kings County,NYC
USER_d383fb38,United States of America,Virginia,Chesterfield County,Ettrick
USER_b3c96018,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_1b207312,United States of America,Ohio,Hamilton,UKN
USER_9e14b9d7,United States of America,Indiana,Lake County,Merrillville
USER_ba94007a,United States of America,Georgia,Clayton,UKN
USER_aa21267b,United States of America,California,Stanislaus,City of Turlock
USER_af5f8d8e,United States of America,Oklahoma,Cleveland,Norman
USER_5e842208,United States of America,New Jersey,Bergen,Paramus
USER_f8bcd5fa,United States of America,New York,New York,NYC
USER_02608f89,United States of America,Texas,Fort Bend,Houston
USER_ed0d015c,United States of America,Virginia,York,Newport News
USER_8f4003b1,United States of America,New York,Bronx County,NYC
USER_137b5149,United States of America,Georgia,Fulton County,Atlanta
USER_b09271fb,United States of America,South Carolina,Charleston,Charleston
USER_73389e76,México,Sonora,UKN,Hermosillo
USER_aba7cb7e,United States of America,New Jersey,Camden,Pennsauken Township
USER_c4f4baea,United States of America,New Jersey,Camden,Cherry Hill Township
USER_41f463a8,United States of America,North Carolina,Guilford,Greensboro
USER_549d0968,United States of America,New York,New York,NYC
USER_6b5120a4,United States of America,New York,Kings County,NYC
USER_205f5308,United States of America,North Carolina,Durham,Durham
USER_0939608f,United States of America,New York,Queens County,NYC
USER_093cd68a,United States of America,California,Fresno County,Fresno
USER_404c3baa,United States of America,New Jersey,Monmouth,Shrewsbury
USER_ca85c975,United States of America,Texas,Harris,Houston
USER_37be29a0,United States of America,New York,Orange,Newburgh
USER_b1ffb3c5,United States of America,Florida,Broward County,Pembroke Pines
USER_ad7c39d0,United States of America,Georgia,DeKalb County,UKN
USER_3094c718,United States of America,Michigan,Leelanau County,Suttons Bay
USER_3ca05352,United States of America,Ohio,Cuyahoga County,Cleveland
USER_ddb0490f,United States of America,Florida,Alachua County,City oF Gainesville Municipal Boundaries
USER_e96c1548,United States of America,Connecticut,Fairfield,Bridgeport
USER_d787b210,Canada,Nova Scotia,Cape Breton County,Sydney
USER_b4ca9008,United States of America,Ohio,Richland,Mansfield
USER_400fff5e,United States of America,Texas,Wilbarger,Vernon
USER_e07cfdfd,United States of America,Maryland,Baltimore,Baltimore
USER_b9013ab7,United States of America,New York,New York,NYC
USER_774df9c5,United States of America,Maryland,Baltimore,Baltimore
USER_bd2f1141,United States of America,Kentucky,Bullitt,Hillview
USER_63b9a951,United States of America,New Jersey,Hudson,North Bergen
USER_da06f220,United States of America,New York,Kings,NYC
USER_bbf12f76,United States of America,Maryland,Prince George's,College Park
USER_71650d5f,United States of America,North Carolina,Transylvania,UKN
USER_c3e59c70,United States of America,Ohio,Cuyahoga County,East Cleveland
USER_a0a007a7,United States of America,Illinois,Cook County,Chicago
USER_1f8c84d9,United States of America,Illinois,Cook,Chicago
USER_e360d8f8,United States of America,Ohio,Fairfield,UKN
USER_95838b11,United States of America,California,Riverside County,Moreno Valley
USER_3dfd31ce,United States of America,Washington,King,Bryn Mawr-Skyway
USER_1b27e15d,United States of America,California,Riverside County,Riverside
USER_275c2a5d,United States of America,Oregon,Douglas County,UKN
USER_cd59681b,United States of America,Maryland,Charles,Waldorf
USER_0985005c,United States of America,Washington,King,Federal Way
USER_e7e76e26,United States of America,New York,Bronx County,NYC
USER_43826815,United States of America,Indiana,Marion,Indianapolis
USER_b52e80d0,México,Nuevo León,Monterrey,UKN
USER_b0616bff,United States of America,New York,New York,NYC
USER_22f276d7,United States of America,New Jersey,Sussex,UKN
USER_6e28cea1,United States of America,New Jersey,Essex,Newark
USER_a1840e9f,United States of America,Ohio,Cuyahoga County,Cleveland
USER_b1303172,United States of America,Florida,Broward County,Plantation
USER_3fc7b271,United States of America,Ohio,Hamilton County,Cincinnati
USER_24ec2390,United States of America,Virginia,Fairfax,Arlington
USER_d9cd11d9,United States of America,Texas,Denton,Denton
USER_f19ebe81,United States of America,California,Los Angeles County,L.A.
USER_1e534c03,United States of America,California,Los Angeles,UKN
USER_7ddc4e3b,Canada,Ontario,UKN,Hamilton
USER_0b8b66c6,United States of America,Texas,Harris,Jersey Village
USER_3bbacfa2,United States of America,New York,New York,NYC
USER_bc470829,United States of America,New York,Kings,NYC
USER_3d7c26b3,United States of America,New York,Kings,NYC
USER_3e296a2a,United States of America,Illinois,Cook,Chicago
USER_1897048a,United States of America,New York,Bronx County,NYC
USER_c50cc78b,United States of America,Nevada,Clark County,Las Vegas
USER_9c7ed5d7,United States of America,New York,Queens County,NYC
USER_b940472c,United States of America,Virginia,Poquoson (city),Hampton
USER_24924332,United States of America,Florida,Miami-Dade County,UKN
USER_2788a388,United States of America,Virginia,Richmond (city),Richmond
USER_3e152eed,United States of America,New York,Kings,NYC
USER_16073bdf,United States of America,South Carolina,Richland,Columbia
USER_fabd0409,United States of America,New York,Kings County,NYC
USER_27b23d7b,United States of America,New York,Kings County,NYC
USER_72488feb,United States of America,California,Los Angeles,Hidden Hills
USER_7c0aacf1,United States of America,Texas,Tarrant County,Arlington
USER_62e5c111,United States of America,Georgia,DeKalb County,UKN
USER_0dcf6495,United States of America,Texas,Fort Bend,Sugar Land
USER_d33acd79,United States of America,Oregon,Jackson County,Jacksonville
USER_fe4737d3,United States of America,California,San Diego County,San Diego
USER_c271a192,United States of America,California,Los Angeles,UKN
USER_38413ee0,United States of America,Ohio,Franklin County,Columbus
USER_be15aab7,United States of America,New York,New York,NYC
USER_eb35f9d2,United States of America,Colorado,Arapahoe,Aurora
USER_d2d9bc43,United States of America,Connecticut,Hartford,Hartford
USER_4be30cce,United States of America,Florida,Miami-Dade County,North Miami
USER_d4bfb25b,United States of America,North Carolina,Durham,Durham
USER_00afb090,United States of America,New York,Kings,NYC
USER_9370cace,United States of America,Virginia,Norfolk (city),Chesapeake
USER_c966fe51,United States of America,New York,Kings,NYC
USER_50f69b22,United States of America,New York,Nassau,Jericho
USER_816f07a9,United States of America,Texas,Harris County,UKN
USER_19d667ed,United States of America,Maryland,Prince George's,Greenbelt
USER_22ee320f,United States of America,New Jersey,Bergen,Teaneck Township
USER_6b2b43cf,United States of America,Maryland,Baltimore County,Towson
USER_35eecdb0,United States of America,Illinois,Lake,Lake Forest
USER_943f9c88,United States of America,Texas,Travis,Austin
USER_111c4f9d,United States of America,New York,Kings County,NYC
USER_03985085,United States of America,Oregon,Clackamas County,Gladstone
USER_a46e0c73,United States of America,North Carolina,Durham,Durham
USER_2a455c01,United States of America,North Carolina,Guilford,Greensboro
USER_6e40f36b,United States of America,New York,Bronx County,NYC
USER_8d3680ce,United States of America,New York,Kings,NYC
USER_e3ab85d6,United States of America,California,Sacramento,Sacramento
USER_bef67b16,United States of America,Illinois,Peoria,Peoria
USER_0f000fe4,United States of America,New York,Nassau,North Valley Stream
USER_bc815429,United States of America,Texas,Fort Bend County,UKN
USER_1fed76a4,United States of America,New York,New York,NYC
USER_d6bb31ab,United States of America,Texas,Jefferson County,UKN
USER_c5c87ada,United States of America,Georgia,Fulton County,Atlanta
USER_9638cf04,United States of America,Maryland,Baltimore,Baltimore
USER_b4a6df00,United States of America,Ohio,Athens County,Athens
USER_8ed562be,United States of America,Alabama,Tuscaloosa,Tuscaloosa
USER_a56109c3,United States of America,New York,Queens County,NYC
USER_245a87d0,United States of America,Illinois,Will County,Bolingbrook
USER_300217a3,United States of America,Ohio,Cuyahoga County,Lyndhurst
USER_20c50472,United States of America,New York,Kings,NYC
USER_18742cc9,United States of America,New York,Bronx County,NYC
USER_5d03e97d,United States of America,Michigan,Wayne,Detroit
USER_a0ec1a93,United States of America,Georgia,Fulton County,Atlanta
USER_8b19828b,United States of America,Florida,Orange County,Orlando
USER_e1be8455,United States of America,Nevada,Clark County,UKN
USER_a1b0d929,United States of America,Missouri,St. Louis County,Richmond Heights
USER_621b922f,United States of America,Washington,King,Renton
USER_af6729de,United States of America,Missouri,St. Louis County,Florissant
USER_79ac4ba5,United States of America,North Carolina,Alamance,Graham
USER_62280508,United States of America,New York,New York,NYC
USER_dba00d55,United States of America,North Carolina,Guilford,Greensboro
USER_d5ede915,United States of America,New York,Westchester County,Mount Vernon
USER_cadaed43,United States of America,New York,Erie,Buffalo
USER_5ceb2b02,United States of America,California,Los Angeles,UKN
USER_dc895f8e,United States of America,New York,Kings County,NYC
USER_57478396,United States of America,New York,New York,NYC
USER_14dda8e4,United States of America,California,SF,San Francisco
USER_3d5854af,United States of America,New York,New York,NYC
USER_2abf1350,United States of America,Virginia,Hanover,UKN
USER_59c6c72a,United States of America,New York,Westchester County,Peekskill
USER_47e764df,United States of America,Texas,Johnson,Burleson
USER_e6c8d569,United States of America,Michigan,Wayne,Detroit
USER_0b8f6a33,United States of America,New Jersey,Somerset,North Plainfield
USER_ed806c32,United States of America,California,Los Angeles County,L.A.
USER_e6025374,United States of America,Nevada,Clark County,UKN
USER_c4fd6d2a,United States of America,New York,Broome County,UKN
USER_3e1c1f05,United States of America,California,Orange County,Santa Ana
USER_1ef2c1f9,United States of America,Ohio,Stark County,UKN
USER_34785ef2,United States of America,Illinois,Peoria County,UKN
USER_d654e13d,United States of America,New York,Kings County,NYC
USER_db8e804f,United States of America,Maryland,Baltimore County,Towson
USER_b5df8279,United States of America,Connecticut,Hartford,Hartford
USER_f05ebb52,United States of America,Maryland,Prince George's,Greater Landover
USER_4a7620fd,United States of America,Virginia,Hampton (city),Hampton
USER_a8ce12dc,United States of America,New York,New York,NYC
USER_13b7b873,United States of America,New York,Nassau,UKN
USER_11d32114,Canada,Ontario,UKN,Brampton
USER_4acbafbd,United States of America,Georgia,Douglas,Douglasville
USER_15ce8f61,United States of America,South Carolina,Charleston,Charleston
USER_46f50ed9,United States of America,New York,Westchester,Mount Vernon
USER_298814ac,United States of America,New York,New York,NYC
USER_ddd3f305,United States of America,Virginia,Arlington County,Arlington
USER_9a325a2e,United States of America,New York,Nassau,East Garden City
USER_306b8eed,United States of America,California,San Diego County,San Diego
USER_cc60d8ec,United States of America,North Carolina,Durham,Durham
USER_9d6c9501,United States of America,Ohio,Hamilton County,Cincinnati
USER_236bbd41,United States of America,Texas,Navarro,Corsicana
USER_cb301b0d,United States of America,Florida,Sarasota County,Sarasota
USER_50d9ca63,United States of America,Maryland,Anne Arundel County,Brooklyn Park
USER_b9c74348,United States of America,Georgia,Fulton County,Atlanta
USER_0244a57d,United States of America,North Carolina,Guilford,Greensboro
USER_77bf5489,United States of America,North Carolina,Wake County,Raleigh
USER_255c154d,United States of America,California,Contra Costa,Richmond
USER_23cc4c44,United States of America,Georgia,Spalding,Griffin
USER_afcd78b4,United States of America,Texas,Waller County,UKN
USER_b7c829b8,United States of America,New York,Kings,NYC
USER_39808b79,United States of America,North Carolina,Durham,Durham
USER_b0e5e29f,United States of America,New York,Nassau,Jericho
USER_da660f8b,United States of America,New York,Queens County,NYC
USER_cc3b5e54,United States of America,Nevada,Clark County,North Las Vegas
USER_cdf6cdc4,United States of America,New York,New York,NYC
USER_5f4abb42,United States of America,New York,Bronx County,NYC
USER_e821bbfc,United States of America,Georgia,Cobb,Smyrna
USER_fd2ca7dc,United States of America,New York,New York,NYC
USER_abce9b1a,United States of America,Wisconsin,Milwaukee,Wauwatosa
USER_bacee51c,United States of America,Georgia,Fulton County,Atlanta
USER_9841c9e2,United States of America,New York,Kings,NYC
USER_2cb61ce4,United States of America,California,Los Angeles County,UKN
USER_5bce4728,United States of America,New York,Nassau,Roslyn Heights
USER_a2db62e1,United States of America,New York,Kings,NYC
USER_07dbbf56,United States of America,Georgia,Fulton County,Atlanta
USER_6e5ae663,United States of America,New York,Nassau,Long Beach
USER_e7ca5e65,United States of America,California,San Mateo County,Menlo Park
USER_85e22d1b,United States of America,Tennessee,Weakley,Martin
USER_472d52a5,United States of America,Texas,Jefferson,UKN
USER_d1e103cc,United States of America,New Jersey,Bergen,Paramus
USER_8499b9ac,United States of America,Virginia,Richmond (city),Richmond
USER_0b7910b8,United States of America,Mississippi,Madison,UKN
USER_2b92e180,United States of America,California,Sacramento,Sacramento
USER_14826dab,United States of America,Virginia,Alexandria City,Alexandria
USER_457f4681,United States of America,New Jersey,Essex,Orange
USER_981f1c37,United States of America,North Carolina,Mecklenburg,UKN
USER_3aa7ec00,United States of America,Connecticut,Middlesex,Middletown
USER_e14e78d9,United States of America,New York,Erie,UKN
USER_1bffee4a,United States of America,Ohio,Franklin County,Upper Arlington
USER_d81f448e,United States of America,Connecticut,New Haven County,West Haven
USER_38cc29f5,United States of America,Illinois,Cook County,Chicago
USER_2de2fee6,United States of America,Florida,Orange County,Orlando
USER_11ac7eaf,United States of America,Louisiana,East Baton Rouge,UKN
USER_c4780f7d,United States of America,California,Alameda County,Alameda
USER_9279adf6,United States of America,Georgia,Carroll,UKN
USER_ac02d269,United States of America,New York,New York County,NYC
USER_bc20c99a,United States of America,California,Solano,Vallejo
USER_11786e91,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_b67ceb30,United States of America,Tennessee,Rutherford County,UKN
USER_35590e55,United States of America,Michigan,Eaton,Waverly
USER_dbe1de1a,United States of America,California,SF,Daly City
USER_f6f2877c,United States of America,New York,Kings County,NYC
USER_2d5bbb58,United States of America,North Carolina,Durham,Durham
USER_d25e0142,United States of America,New York,Kings,NYC
USER_d0edee48,United States of America,Georgia,Fulton County,Atlanta
USER_26007171,United States of America,New York,Bronx County,NYC
USER_de3c55e9,United States of America,Massachusetts,Essex County,Lynn
USER_b04cb3e1,United States of America,New York,Kings County,NYC
USER_a627e017,United States of America,New Jersey,Somerset,Branchburg Township
USER_d9b89550,United States of America,New York,Bronx County,NYC
USER_817c827c,United States of America,Georgia,Fulton County,Atlanta
USER_32ba33be,United States of America,New York,Bronx County,NYC
USER_00839c9b,United States of America,New Jersey,Hudson County,Jersey City
USER_59a8dd13,United States of America,California,San Bernardino County,Rancho Cucamonga
USER_3afd62d5,United States of America,New York,Bronx County,NYC
USER_0c4f6389,United States of America,New York,New York,NYC
USER_41c774c2,United States of America,California,Los Angeles,UKN
USER_53cc09bd,United States of America,Texas,Harris County,Houston
USER_5f29bd77,United States of America,Massachusetts,Barnstable County,Bourn
USER_f141ce2c,United States of America,New York,Kings,NYC
USER_046df766,United States of America,South Carolina,Richland,UKN
USER_dddb0d0d,United States of America,Tennessee,Rutherford County,Murfreesboro
USER_186a2fc5,United States of America,Virginia,Petersburg (city),Petersburg
USER_791dc4d4,United States of America,New Jersey,Passaic,Passaic
USER_25ecff25,United States of America,Michigan,Wayne,Detroit
USER_aada1b0d,United States of America,New Jersey,Passaic,Paterson
USER_f6fc3269,United States of America,New York,Bronx County,NYC
USER_de0d2dd1,United States of America,Washington,King County,Seattle
USER_3cfc9572,United States of America,Virginia,Suffolk (city),Norfolk
USER_368f18f0,United States of America,Indiana,Johnson,Greenwood
USER_0b644e1c,United States of America,Connecticut,Fairfield,Bridgeport
USER_d2b3eb45,United States of America,California,San Bernardino County,Rancho Cucamonga
USER_5626ef20,United States of America,New York,Kings,NYC
USER_31566e52,United States of America,Georgia,Fulton County,Sandy Springs
USER_b62f8d64,United States of America,New York,Westchester,New Rochelle
USER_ee78a5a3,United States of America,New York,New York,NYC
USER_b50254c0,United States of America,New York,Queens County,NYC
USER_aba640fb,United States of America,New York,New York,NYC
USER_5f307289,United States of America,Wisconsin,Milwaukee,Milwaukee
USER_d4e6ec3d,United States of America,Wisconsin,Milwaukee,Milwaukee
USER_cd1d6764,United States of America,New York,Kings,NYC
USER_dd838506,United States of America,Texas,Harris County,UKN
USER_db76e3e9,United States of America,Illinois,Peoria,Peoria
USER_04483332,United States of America,Massachusetts,Middlesex County,Cambridge
USER_84157764,United States of America,Tennessee,Shelby,Memphis
USER_c7b9398f,United States of America,California,Los Angeles County,Paramount
USER_e5761c3f,United States of America,New York,Nassau,Malverne
USER_1844c8e5,United States of America,New York,Saratoga,City of Saratoga Springs
USER_1bedc21d,United States of America,New York,Kings County,NYC
USER_b73f5738,United States of America,New York,New York,NYC
USER_2f3d3720,United States of America,Maryland,Baltimore County,Rosedale
USER_9f1c7127,United States of America,New York,New York,NYC
USER_26d7e6c4,United States of America,Michigan,Oakland,Lathrup Village
USER_8f1cf845,United States of America,New York,Queens County,NYC
USER_8aaa0b05,United States of America,Maryland,Montgomery,UKN
USER_f31a5be8,United States of America,South Carolina,Anderson,Anderson
USER_1ce728a5,United States of America,New York,New York,NYC
USER_82a6a353,United States of America,New York,Erie,Buffalo
USER_8266a9d3,United States of America,Louisiana,East Baton Rouge,UKN
USER_15441bc0,United States of America,California,Sacramento,Sacramento
USER_18c19e97,United States of America,Florida,Leon County,Tallahassee
USER_d6bf467c,United States of America,New York,Kings,NYC
USER_3e643190,United States of America,Maryland,Prince George's,Fort Washington
USER_4dcfee3d,United States of America,Oklahoma,Oklahoma,Oklahoma City
USER_b7ef5bef,United States of America,New Jersey,Middlesex,Woodbridge Township
USER_47e20517,United States of America,New York,Kings,NYC
USER_2a2214e1,United States of America,Georgia,Lamar County,Barnesville
USER_f401bc5d,United States of America,New York,Bronx County,NYC
USER_e4f74075,United States of America,New York,New York,NYC
USER_2684fd5d,United States of America,New York,Bronx County,NYC
USER_d515ece7,United States of America,California,Los Angeles,UKN
USER_4a26dbab,United States of America,Maryland,Prince George's,UKN
USER_3946ebc6,United States of America,New York,Kings County,NYC
USER_beb15678,United States of America,Minnesota,Hennepin County,Minneapolis
USER_0c10a874,United States of America,New York,Queens County,NYC
USER_b1ae8e53,United States of America,California,Los Angeles County,UKN
USER_9429781f,United States of America,North Carolina,Guilford,Greensboro
USER_7913fc7c,United States of America,Indiana,Allen County,Fort Wayne
USER_fc8d1e7d,United States of America,California,Los Angeles,UKN
USER_15559d56,United States of America,California,Santa Clara County,Santa Clara
USER_ce75a91b,United States of America,Florida,Miami-Dade County,UKN
USER_8a8060ff,United States of America,New York,Kings,NYC
USER_1e06c19a,United States of America,Texas,Denton,Denton
USER_333c2598,United States of America,Georgia,Carroll,Carrollton
USER_55a03061,United States of America,North Carolina,Cumberland County,Fayetteville
USER_7d99ce2c,United States of America,Florida,Bay County,Panama City
USER_b6dabc50,United States of America,Pennsylvania,Cumberland,UKN
USER_c993f4cd,United States of America,New York,Bronx County,NYC
USER_0552d330,United States of America,Massachusetts,Middlesex County,Concord
USER_ee1f3cee,United States of America,Texas,Harris County,Houston
USER_d32c5773,United States of America,Maryland,Baltimore,Baltimore
USER_2e1a293b,United States of America,California,Solano,Vallejo
USER_1607720e,United States of America,Florida,Broward County,Margate
USER_6c8f48f3,United States of America,Ohio,Athens County,Athens
USER_1b3d4dc4,United States of America,Ohio,Cuyahoga County,Cleveland
USER_f65f910a,United States of America,UKN,District of Columbia,Washington
USER_c7542761,United States of America,New York,Queens County,NYC
USER_8a9cdc75,United States of America,Ohio,Franklin County,Columbus
USER_9f71ab2c,United States of America,Virginia,Newport News (city),Newport News
USER_40ad2fec,United States of America,North Carolina,Guilford County,Greensboro
USER_57a7bb57,United States of America,Virginia,Suffolk (city),Portsmouth
USER_42a1b3ed,United States of America,New York,Kings,NYC
USER_0076c4bc,United States of America,California,Sacramento,Sacramento
USER_6c3ceb3d,United States of America,Maryland,Prince George's,UKN
USER_6bb985ea,United States of America,Ohio,Cuyahoga County,Cleveland
USER_d3d69630,United States of America,California,Los Angeles County,West Hollywood
